topicId,rank,docId,filename
1,1,184,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xha
1,2,160,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgc
1,3,318,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xme
1,4,53,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbz
1,5,186,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhc
1,6,295,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlh
1,7,167,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgj
1,8,271,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkj
1,9,36,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbi
1,10,398,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpg
1,11,24,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaw
1,12,161,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgd
1,13,363,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnx
1,14,281,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkt
1,15,280,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xks
1,16,60,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcg
1,17,359,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnt
1,18,313,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlz
1,19,156,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfy
1,20,165,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgh
1,21,181,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgx
1,22,19,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xar
1,23,14,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xam
1,24,312,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xly
1,25,449,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrf
1,26,163,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgf
1,27,183,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgz
1,28,50,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbw
1,29,311,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlx
1,30,291,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xld
1,31,15,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xan
1,32,293,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlf
1,33,132,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfa
1,34,99,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdt
1,35,20,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xas
1,36,231,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xiv
1,37,191,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhh
1,38,29,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbb
1,39,306,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xls
1,40,159,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgb
1,41,466,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrw
1,42,367,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xob
1,43,188,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhe
1,44,185,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhb
1,45,470,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xsa
1,46,227,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xir
1,47,41,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbn
1,48,450,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrg
1,49,127,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xev
1,50,126,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeu
1,51,357,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnr
1,52,229,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xit
1,53,147,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfp
1,54,138,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfg
1,55,135,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfd
1,56,288,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xla
1,57,146,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfo
1,58,154,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfw
1,59,131,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xez
1,60,26,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xay
1,61,328,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmo
1,62,319,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmf
1,63,309,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlv
1,64,361,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnv
1,65,230,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xiu
1,66,129,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xex
